SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
72114,7,2024-09-09,2024-09-27,2024-09-12,5,True,SO72114,PO21792,10-4020-000725,163,48,316,XRQ - TRUCK GROUND-,,12696.2431,1015.6994,253.9249,13965.8674,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458224
72115,2,2025-03-11,2025-04-03,2025-03-18,5,False,SO72115,PO29533,10-4020-000301,146,440,224,OVERNIGHT J-FAST,,798.4728,63.8778,15.9695,878.3201,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458235
72116,5,2024-09-04,2024-09-16,2024-09-15,5,True,SO72116,PO40384,10-4020-000095,636,27,294,XRQ - TRUCK GROUND-,,3474.8756,277.99,69.4975,3822.3631,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458247
72117,8,2024-08-30,2024-09-19,2024-09-04,5,True,SO72117,PO12252,10-4020-000828,201,309,365,CARGO TRANSPORT 5,,4359.2327,348.7386,87.1847,4795.156,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458259
72118,5,2024-07-05,2024-07-17,2024-07-16,5,True,SO72118,PO70625,10-4020-000567,780,189,371,CARGO TRANSPORT 5,,11603.9029,928.3122,232.0781,12764.2932,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458270
72119,3,2024-08-18,2024-09-01,2024-08-21,5,False,SO72119,PO32517,10-4020-000785,279,263,417,CARGO TRANSPORT 5,,8028.1773,642.2542,160.5635,8830.995,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458282
72120,1,2025-02-12,2025-03-03,2025-02-17,5,True,SO72120,PO16336,10-4020-000481,160,434,68,CARGO TRANSPORT 5,,7592.4207,607.3937,151.8484,8351.6628,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458293
72121,5,2025-04-08,2025-04-29,2025-04-14,5,False,SO72121,PO32956,10-4020-000728,113,366,128,CARGO TRANSPORT 5,,12522.4848,1001.7988,250.4497,13774.7333,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458305
72122,1,2025-04-24,2025-05-03,2025-05-03,5,True,SO72122,PO10075,10-4020-000295,472,271,410,OVERNIGHT J-FAST,,9109.8608,728.7889,182.1972,10020.8469,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458317
72123,7,2025-05-13,2025-06-05,2025-05-23,5,False,SO72123,PO89366,10-4020-000592,736,429,384,OVERNIGHT J-FAST,,11326.1652,906.0932,226.5233,12458.7817,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458329
72124,7,2024-10-07,2024-10-19,2024-10-18,5,False,SO72124,PO26546,10-4020-000825,38,106,38,XRQ - TRUCK GROUND-,,7875.8827,630.0706,157.5177,8663.471,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458341
72125,2,2024-12-06,2025-01-01,2024-12-15,5,False,SO72125,PO59275,10-4020-000307,383,13,162,OVERNIGHT J-FAST,,12637.0929,1010.9674,252.7419,13900.8022,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458353
72126,4,2024-09-10,2024-09-30,2024-09-23,5,True,SO72126,PO68974,10-4020-000605,810,389,384,CARGO TRANSPORT 5,,11267.1551,901.3724,225.3431,12393.8706,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458366
72127,7,2025-04-29,2025-05-13,2025-05-04,5,True,SO72127,PO39762,10-4020-000450,259,250,205,OVERNIGHT J-FAST,,11916.7199,953.3376,238.3344,13108.3919,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458378
72128,4,2025-05-31,2025-06-21,2025-06-05,5,False,SO72128,PO16730,10-4020-000252,150,328,52,OVERNIGHT J-FAST,,7004.8103,560.3848,140.0962,7705.2913,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458390
72129,8,2024-12-09,2024-12-28,2024-12-22,5,False,SO72129,PO20239,10-4020-000613,302,182,421,XRQ - TRUCK GROUND-,,844.1342,67.5307,16.8827,928.5476,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458402
72130,8,2025-03-10,2025-03-19,2025-03-18,5,False,SO72130,PO35359,10-4020-000318,519,85,6,CARGO TRANSPORT 5,,7182.7661,574.6213,143.6553,7901.0427,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458414
72131,5,2024-08-14,2024-08-22,2024-08-17,5,True,SO72131,PO92663,10-4020-000534,381,13,230,OVERNIGHT J-FAST,,11177.8488,894.2279,223.557,12295.6337,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458426
72132,8,2024-11-19,2024-12-07,2024-12-01,5,False,SO72132,PO47345,10-4020-000377,53,411,265,XRQ - TRUCK GROUND-,,11987.7421,959.0194,239.7548,13186.5163,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458438
72133,8,2024-08-03,2024-08-23,2024-08-14,5,True,SO72133,PO97335,10-4020-000799,562,374,384,XRQ - TRUCK GROUND-,,13258.8189,1060.7055,265.1764,14584.7008,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458450
72134,3,2025-02-15,2025-03-06,2025-02-23,5,False,SO72134,PO93257,10-4020-000274,148,73,391,CARGO TRANSPORT 5,,1055.9733,84.4779,21.1195,1161.5707,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458462
72135,5,2024-07-18,2024-08-06,2024-07-24,5,True,SO72135,PO15768,10-4020-000311,13,69,100,OVERNIGHT J-FAST,,9272.2716,741.7817,185.4454,10199.4987,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458473
72136,3,2025-03-19,2025-04-08,2025-03-30,5,False,SO72136,PO37605,10-4020-000001,68,84,440,CARGO TRANSPORT 5,,2945.2806,235.6224,58.9056,3239.8086,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458486
72137,2,2024-10-14,2024-10-28,2024-10-24,5,True,SO72137,PO98160,10-4020-000506,117,41,343,OVERNIGHT J-FAST,,10922.2071,873.7766,218.4441,12014.4278,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458497
72138,6,2024-11-23,2024-12-15,2024-11-30,5,False,SO72138,PO92775,10-4020-000681,335,270,80,XRQ - TRUCK GROUND-,,9271.1354,741.6908,185.4227,10198.2489,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458509
72139,5,2025-05-16,2025-06-11,2025-05-22,5,True,SO72139,PO12913,10-4020-000445,495,140,169,XRQ - TRUCK GROUND-,,12538.6119,1003.089,250.7722,13792.4731,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458521
72140,7,2024-11-01,2024-11-09,2024-11-13,5,False,SO72140,PO43769,10-4020-000110,844,76,285,CARGO TRANSPORT 5,,7508.1719,600.6538,150.1634,8258.9891,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458533
72141,4,2024-09-21,2024-10-12,2024-09-26,5,True,SO72141,PO81068,10-4020-000518,372,212,381,OVERNIGHT J-FAST,,13217.155,1057.3724,264.3431,14538.8705,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458545
72142,5,2025-01-01,2025-01-10,2025-01-07,5,True,SO72142,PO91665,10-4020-000493,679,34,397,OVERNIGHT J-FAST,,8520.2644,681.6212,170.4053,9372.2909,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458557
72143,7,2024-06-30,2024-07-11,2024-07-09,5,False,SO72143,PO14010,10-4020-000342,380,61,158,CARGO TRANSPORT 5,,6562.5702,525.0056,131.2514,7218.8272,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458568
72144,8,2025-02-05,2025-02-24,2025-02-17,5,True,SO72144,PO63125,10-4020-000441,241,147,125,XRQ - TRUCK GROUND-,,13192.6324,1055.4106,263.8526,14511.8956,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458580
72145,6,2024-08-24,2024-09-18,2024-09-02,5,True,SO72145,PO23193,10-4020-000085,85,408,378,CARGO TRANSPORT 5,,5074.8637,405.9891,101.4973,5582.3501,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458592
72146,8,2024-08-16,2024-08-25,2024-08-30,5,True,SO72146,PO16731,10-4020-000003,483,91,17,CARGO TRANSPORT 5,,8128.5383,650.2831,162.5708,8941.3922,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458604
72147,6,2024-10-28,2024-11-25,2024-11-10,5,False,SO72147,PO97301,10-4020-000586,90,21,85,OVERNIGHT J-FAST,,14756.3309,1180.5065,295.1266,16231.964,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458616
72148,2,2024-11-17,2024-11-25,2024-11-29,5,True,SO72148,PO35198,10-4020-000809,175,201,422,OVERNIGHT J-FAST,,1544.5711,123.5657,30.8914,1699.0282,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458628
72149,5,2024-07-26,2024-08-21,2024-08-06,5,True,SO72149,PO90312,10-4020-000292,142,34,237,XRQ - TRUCK GROUND-,,4046.5879,323.727,80.9318,4451.2467,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458640
72150,2,2024-10-12,2024-11-03,2024-10-24,5,True,SO72150,PO47184,10-4020-000033,403,437,174,XRQ - TRUCK GROUND-,,2403.0409,192.2433,48.0608,2643.345,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458652
72151,8,2024-08-23,2024-09-10,2024-09-03,5,False,SO72151,PO48489,10-4020-000670,723,418,206,OVERNIGHT J-FAST,,10438.8861,835.1109,208.7777,11482.7747,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458664
72152,5,2024-09-29,2024-10-27,2024-10-07,5,True,SO72152,PO41546,10-4020-000473,153,361,80,CARGO TRANSPORT 5,,11924.1497,953.932,238.483,13116.5647,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458676
72153,2,2024-07-11,2024-07-22,2024-07-15,5,False,SO72153,PO26529,10-4020-000153,741,38,145,OVERNIGHT J-FAST,,928.2839,74.2627,18.5657,1021.1123,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458688
72154,4,2025-05-19,2025-06-17,2025-05-29,5,False,SO72154,PO63723,10-4020-000126,660,343,344,XRQ - TRUCK GROUND-,,4833.2583,386.6607,96.6652,5316.5842,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458700
72155,4,2025-03-28,2025-04-19,2025-04-10,5,True,SO72155,PO57737,10-4020-000161,401,99,177,CARGO TRANSPORT 5,,4573.0627,365.845,91.4613,5030.369,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458711
72156,5,2024-06-26,2024-07-15,2024-07-01,5,False,SO72156,PO70752,10-4020-000675,408,402,364,OVERNIGHT J-FAST,,519.1237,41.5299,10.3825,571.0361,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458723
72157,6,2025-01-17,2025-02-16,2025-01-31,5,False,SO72157,PO96298,10-4020-000323,770,291,445,XRQ - TRUCK GROUND-,,2036.9036,162.9523,40.7381,2240.594,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458735
72158,3,2024-09-03,2024-09-18,2024-09-12,5,True,SO72158,PO73818,10-4020-000343,152,22,72,CARGO TRANSPORT 5,,161.2086,12.8967,3.2242,177.3295,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458747
72159,5,2025-02-18,2025-03-03,2025-03-04,5,True,SO72159,PO64771,10-4020-000040,790,5,324,OVERNIGHT J-FAST,,9078.6314,726.2905,181.5726,9986.4945,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458759
72160,6,2025-05-31,2025-06-17,2025-06-03,5,True,SO72160,PO73281,10-4020-000791,845,257,104,CARGO TRANSPORT 5,,5177.2968,414.1837,103.5459,5695.0264,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458771
72161,5,2024-08-15,2024-09-07,2024-08-24,5,True,SO72161,PO67008,10-4020-000789,749,410,21,OVERNIGHT J-FAST,,5021.1429,401.6914,100.4229,5523.2572,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458783
72162,8,2025-03-30,2025-04-07,2025-04-06,5,False,SO72162,PO12348,10-4020-000418,604,322,406,CARGO TRANSPORT 5,,8229.4916,658.3593,164.5898,9052.4407,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458795
72163,7,2025-01-29,2025-02-19,2025-02-10,5,True,SO72163,PO51311,10-4020-000606,229,231,136,OVERNIGHT J-FAST,,12451.8139,996.1451,249.0363,13696.9953,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458807
72164,4,2025-04-30,2025-05-28,2025-05-12,5,False,SO72164,PO61748,10-4020-000272,5,272,118,CARGO TRANSPORT 5,,12789.8626,1023.189,255.7973,14068.8489,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458819
72165,8,2024-09-22,2024-10-06,2024-10-01,5,True,SO72165,PO66362,10-4020-000049,78,411,412,OVERNIGHT J-FAST,,14282.5284,1142.6023,285.6506,15710.7813,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458830
72166,7,2025-03-02,2025-03-09,2025-03-13,5,False,SO72166,PO88675,10-4020-000680,53,255,298,CARGO TRANSPORT 5,,12225.6489,978.0519,244.513,13448.2138,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458842
72167,5,2025-03-01,2025-03-11,2025-03-07,5,False,SO72167,PO83499,10-4020-000744,337,91,280,XRQ - TRUCK GROUND-,,9936.2644,794.9012,198.7253,10929.8909,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458854
72168,7,2024-09-11,2024-09-20,2024-09-19,5,True,SO72168,PO72896,10-4020-000022,102,67,384,XRQ - TRUCK GROUND-,,262.4597,20.9968,5.2492,288.7057,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458866
72169,5,2024-10-11,2024-11-08,2024-10-18,5,False,SO72169,PO31215,10-4020-000437,209,374,84,OVERNIGHT J-FAST,,2576.8883,206.1511,51.5378,2834.5772,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458878
72170,5,2024-07-20,2024-08-05,2024-07-31,5,True,SO72170,PO19991,10-4020-000160,125,437,2,CARGO TRANSPORT 5,,11488.1359,919.0509,229.7627,12636.9495,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458890
72171,5,2024-07-04,2024-07-16,2024-07-08,5,False,SO72171,PO54240,10-4020-000125,513,393,428,XRQ - TRUCK GROUND-,,11691.0398,935.2832,233.8208,12860.1438,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458902
72172,8,2025-01-25,2025-02-22,2025-02-06,5,False,SO72172,PO20914,10-4020-000365,808,48,181,CARGO TRANSPORT 5,,7686.155,614.8924,153.7231,8454.7705,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458914
72173,5,2024-12-16,2025-01-15,2024-12-19,5,True,SO72173,PO18314,10-4020-000167,150,176,83,XRQ - TRUCK GROUND-,,12108.6984,968.6959,242.174,13319.5683,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458926
72174,8,2025-05-20,2025-06-16,2025-05-28,5,True,SO72174,PO54588,10-4020-000399,812,388,222,CARGO TRANSPORT 5,,8045.3979,643.6318,160.908,8849.9377,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458937
72175,7,2025-02-18,2025-03-03,2025-02-23,5,True,SO72175,PO91405,10-4020-000653,496,397,301,XRQ - TRUCK GROUND-,,11649.1395,931.9312,232.9828,12814.0535,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458949
72176,4,2025-05-24,2025-06-21,2025-06-03,5,False,SO72176,PO60760,10-4020-000330,658,189,102,CARGO TRANSPORT 5,,1050.1635,84.0131,21.0033,1155.1799,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458961
72177,1,2024-06-19,2024-07-14,2024-06-27,5,True,SO72177,PO97107,10-4020-000382,665,174,213,XRQ - TRUCK GROUND-,,6820.9958,545.6797,136.4199,7503.0954,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458973
72178,8,2024-06-04,2024-06-13,2024-06-09,5,True,SO72178,PO87941,10-4020-000534,575,393,60,XRQ - TRUCK GROUND-,,14545.2768,1163.6221,290.9055,15999.8044,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458985
72179,6,2024-08-09,2024-08-19,2024-08-21,5,True,SO72179,PO93634,10-4020-000325,252,160,275,OVERNIGHT J-FAST,,7127.7757,570.2221,142.5555,7840.5533,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458997
72180,2,2024-10-29,2024-11-06,2024-11-05,5,True,SO72180,PO43853,10-4020-000836,389,79,144,OVERNIGHT J-FAST,,632.1349,50.5708,12.6427,695.3484,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459009
72181,6,2024-12-28,2025-01-06,2025-01-07,5,False,SO72181,PO49298,10-4020-000417,24,14,146,OVERNIGHT J-FAST,,14720.5884,1177.6471,294.4118,16192.6473,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459021
72182,3,2024-09-03,2024-09-26,2024-09-15,5,True,SO72182,PO57517,10-4020-000117,98,136,394,OVERNIGHT J-FAST,,10691.4146,855.3132,213.8283,11760.5561,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459033
72183,3,2024-11-10,2024-12-05,2024-11-16,5,True,SO72183,PO40345,10-4020-000051,284,160,431,XRQ - TRUCK GROUND-,,13331.7054,1066.5364,266.6341,14664.8759,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459045
72184,2,2025-03-05,2025-04-03,2025-03-16,5,False,SO72184,PO82399,10-4020-000674,305,52,207,CARGO TRANSPORT 5,,13698.9495,1095.916,273.979,15068.8445,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459057
72185,7,2024-11-07,2024-11-16,2024-11-20,5,False,SO72185,PO45264,10-4020-000759,54,71,36,CARGO TRANSPORT 5,,13786.6328,1102.9306,275.7327,15165.2961,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459068
72186,8,2025-03-29,2025-04-06,2025-04-08,5,False,SO72186,PO63213,10-4020-000555,110,136,82,XRQ - TRUCK GROUND-,,109.9413,8.7953,2.1988,120.9354,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459080
72187,4,2025-03-15,2025-03-24,2025-03-23,5,True,SO72187,PO34265,10-4020-000665,583,359,444,CARGO TRANSPORT 5,,13430.6166,1074.4493,268.6123,14773.6782,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459092
72188,8,2025-04-19,2025-05-02,2025-05-03,5,True,SO72188,PO32199,10-4020-000756,842,443,350,XRQ - TRUCK GROUND-,,12193.1108,975.4489,243.8622,13412.4219,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459104
72189,1,2024-10-01,2024-10-29,2024-10-12,5,False,SO72189,PO85588,10-4020-000814,748,398,432,CARGO TRANSPORT 5,,14845.2204,1187.6176,296.9044,16329.7424,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459116
72190,1,2025-02-08,2025-02-28,2025-02-14,5,False,SO72190,PO35227,10-4020-000845,541,150,177,CARGO TRANSPORT 5,,8236.0784,658.8863,164.7216,9059.6863,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459128
72191,7,2024-12-25,2025-01-19,2025-01-01,5,False,SO72191,PO42640,10-4020-000632,128,362,216,OVERNIGHT J-FAST,,14607.1363,1168.5709,292.1427,16067.8499,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459140
72192,1,2025-04-28,2025-05-08,2025-05-07,5,True,SO72192,PO43152,10-4020-000708,132,296,95,XRQ - TRUCK GROUND-,,9098.576,727.8861,181.9715,10008.4336,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459152
72193,4,2025-03-25,2025-04-05,2025-04-08,5,True,SO72193,PO40258,10-4020-000256,763,24,375,CARGO TRANSPORT 5,,1843.6597,147.4928,36.8732,2028.0257,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459164
72194,4,2025-05-17,2025-06-01,2025-05-21,5,True,SO72194,PO95439,10-4020-000216,735,57,425,XRQ - TRUCK GROUND-,,5951.0456,476.0836,119.0209,6546.1501,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459176
72195,6,2024-06-08,2024-06-21,2024-06-18,5,True,SO72195,PO29265,10-4020-000742,664,403,64,OVERNIGHT J-FAST,,6229.6697,498.3736,124.5934,6852.6367,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459188
72196,7,2024-11-14,2024-12-12,2024-11-25,5,False,SO72196,PO68118,10-4020-000680,207,440,326,CARGO TRANSPORT 5,,14659.8876,1172.791,293.1978,16125.8764,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459199
72197,4,2024-09-14,2024-10-12,2024-09-27,5,True,SO72197,PO74213,10-4020-000501,281,224,26,OVERNIGHT J-FAST,,5868.7049,469.4964,117.3741,6455.5754,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459212
72198,3,2024-06-02,2024-06-10,2024-06-05,5,False,SO72198,PO78718,10-4020-000297,209,212,57,OVERNIGHT J-FAST,,6527.7362,522.2189,130.5547,7180.5098,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459224
72199,3,2024-08-12,2024-09-01,2024-08-15,5,False,SO72199,PO79414,10-4020-000067,601,233,179,OVERNIGHT J-FAST,,4287.5203,343.0016,85.7504,4716.2723,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459236
72200,4,2025-04-26,2025-05-25,2025-05-03,5,False,SO72200,PO61196,10-4020-000277,165,246,113,OVERNIGHT J-FAST,,3403.5203,272.2816,68.0704,3743.8723,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459248
72201,4,2024-08-08,2024-09-04,2024-08-18,5,False,SO72201,PO38688,10-4020-000565,522,329,75,CARGO TRANSPORT 5,,306.3293,24.5063,6.1266,336.9622,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459261
72202,5,2024-10-16,2024-11-14,2024-10-20,5,False,SO72202,PO96283,10-4020-000529,819,159,383,OVERNIGHT J-FAST,,10832.5779,866.6062,216.6516,11915.8357,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459273
72203,2,2024-06-11,2024-06-25,2024-06-18,5,False,SO72203,PO42020,10-4020-000776,685,285,439,XRQ - TRUCK GROUND-,,991.3682,79.3095,19.8274,1090.5051,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459287
72204,3,2025-03-22,2025-04-18,2025-04-01,5,True,SO72204,PO29542,10-4020-000021,336,394,354,XRQ - TRUCK GROUND-,,11994.9701,959.5976,239.8994,13194.4671,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459300
72205,1,2025-01-01,2025-01-23,2025-01-07,5,True,SO72205,PO24216,10-4020-000751,314,370,392,OVERNIGHT J-FAST,,8540.8684,683.2695,170.8174,9394.9553,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459312
72206,5,2024-10-07,2024-11-01,2024-10-13,5,False,SO72206,PO97796,10-4020-000617,579,289,183,CARGO TRANSPORT 5,,10455.6027,836.4482,209.1121,11501.163,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459324
72207,4,2024-12-12,2024-12-26,2024-12-20,5,True,SO72207,PO54059,10-4020-000366,483,389,124,XRQ - TRUCK GROUND-,,7104.2244,568.338,142.0845,7814.6469,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459335
72208,7,2024-11-18,2024-12-12,2024-11-21,5,True,SO72208,PO23525,10-4020-000579,141,119,211,CARGO TRANSPORT 5,,7422.6007,593.8081,148.452,8164.8608,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459347
72209,2,2024-09-13,2024-09-23,2024-09-26,5,False,SO72209,PO27789,10-4020-000227,756,110,112,OVERNIGHT J-FAST,,7032.889,562.6311,140.6578,7736.1779,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459359
72210,1,2024-07-20,2024-08-14,2024-07-29,5,True,SO72210,PO46754,10-4020-000659,603,231,108,CARGO TRANSPORT 5,,597.4072,47.7926,11.9481,657.1479,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459371
72211,2,2024-11-22,2024-12-01,2024-11-29,5,True,SO72211,PO15789,10-4020-000488,706,142,278,CARGO TRANSPORT 5,,13857.3291,1108.5863,277.1466,15243.062,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459384
72212,1,2025-05-03,2025-05-25,2025-05-09,5,False,SO72212,PO53351,10-4020-000103,91,258,299,CARGO TRANSPORT 5,,11372.0297,909.7624,227.4406,12509.2327,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459396
72213,7,2025-03-22,2025-04-20,2025-03-30,5,False,SO72213,PO69291,10-4020-000570,713,85,14,XRQ - TRUCK GROUND-,,4201.1659,336.0933,84.0233,4621.2825,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459407
72214,1,2024-07-20,2024-08-17,2024-07-27,5,True,SO72214,PO32553,10-4020-000843,161,120,378,CARGO TRANSPORT 5,,14711.5383,1176.9231,294.2308,16182.6922,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459419
72215,4,2024-08-31,2024-09-13,2024-09-05,5,False,SO72215,PO70405,10-4020-000063,678,231,116,XRQ - TRUCK GROUND-,,2978.048,238.2438,59.561,3275.8528,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459432
72216,4,2024-08-08,2024-08-26,2024-08-21,5,False,SO72216,PO66599,10-4020-000158,705,33,427,CARGO TRANSPORT 5,,520.789,41.6631,10.4158,572.8679,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459444
